pos,bib,name,team,category,rank,nationality,time,timediff,La Charme,Saint-Gervais,Les Contamines,La Balme,Refuge Croix du Bonhomme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Fouly,Champex Lac,Bovine,Trient,Catogne,Vallorcine,Argentière,Chamonix - Arrivée,la charme_pos,saint-gervais_pos,les contamines_pos,la balme_pos,refuge croix du bonhomme_pos,les chapieux ccas_pos,col de la seigne_pos,refuge elisabetta_pos,col chécrouit - maison vieille_pos,courmayeur - dolonne_pos,refuge bertone_pos,refuge bonatti_pos,arnuva_pos,grand col ferret_pos,la fouly_pos,champex lac_pos,bovine_pos,trient_pos,catogne_pos,vallorcine_pos,argentière_pos,chamonix - arrivée_pos
2042,3391,CROMAZ Patrik, ,V1 H,2044, , , ,3749,5475,9892,12613,,20543,29122,27767,,,,,,,,,,,,,,,1429,1182,2113,804,-1,1990,1662,1978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2043,3369,STRANO Alessandro, ,SE H,2045, , , ,3751,5475,9890,12615,,20544,29115,27771,,,,,,,,,,,,,,,1875,1917,1914,2039,-1,1989,1708,1941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2044,2234,ARHAN Jean-Yves, ,V2 H,2046, , , ,4474,6099,9692,13141,,20548,29493,28159,,,,,,,,,,,,,,,1980,2042,1252,1921,-1,1981,1750,1959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2045,2934,HILDEBRAND-EFFELBERG Thomas, ,V1 H,2047, , , ,4142,6406,10240,13350,,19772,26824,28694,,,,,,,,,,,,,,,1139,1279,1543,2118,-1,1322,1491,2038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2046,1008,BELL Louise, ,SE F,2048, , , ,3625,6222,9934,12940,,20130,29330,28802,,,,,,,,,,,,,,,1302,1707,1209,1337,-1,1739,1483,1961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2047,2401,CARNIATO Lorenzo, ,SE H,2049, , , ,4193,6208,9312,11363,,18869,29529,28898,,,,,,,,,,,,,,,1908,1619,1519,2157,-1,1991,1761,2039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2048,3167,SEBERT Philippe, ,V2 H,2050, , , ,2504,4020,6612,9952,,21569,29560,28962,,,,,,,,,,,,,,,1303,1517,1210,1197,-1,1305,1762,1971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2049,3196,RAMIREZ Jose, ,V1 H,2051, , , ,3617,5527,9792,,,,5702,,,,,,,,,,,,,,,,1720,1934,1087,-1,-1,-1,1763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2050,2718,ROBERT Francoise, ,V2 F,2052, , , ,3936,5958,9296,11561,,16969,14538,,,,,,,,,,,,,,,,1920,1267,2117,1952,-1,1935,1751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2051,535,BOUTON Didier, ,V1 H,2053, , , ,1985,2655,4643,6845,,10495,17987,,,,,,,,,,,,,,,,2065,1737,1536,1708,-1,1234,1707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2052,2741,OGGIONI Ernesto, ,V2 H,2054, , , ,4444,7594,,,,,21875,,,,,,,,,,,,,,,,756,2121,-1,-1,-1,-1,1764,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2053,3077,FAY Ghislain, ,V2 H,2055, , , ,3425,5169,8589,,,,25064,,,,,,,,,,,,,,,,1423,530,1196,-1,-1,-1,1694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2054,2865,TOUZEAU Denis, ,V2 H,2056, , , ,2734,4056,6123,7476,,22010,26262,,,,,,,,,,,,,,,,2062,481,1370,1986,-1,1995,1765,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2055,3136,HENSEL Andreas, ,SE H,2057, , , ,5515,8456,,,,,27567,,,,,,,,,,,,,,,,1711,523,-1,-1,-1,-1,1766,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2056,2957,ZANGA Maurizio Luigi, ,V1 H,2058, , , ,3289,5544,9710,12717,,20477,29246,,,,,,,,,,,,,,,,2229,1312,1870,1987,-1,1459,1572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2057,2309,BORGHI Nicholas, ,V1 H,2059, , , ,4212,6173,9987,13737,,20834,29305,,,,,,,,,,,,,,,,1075,2261,1152,2158,-1,1274,1714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2058,2843,DEMATTEIS Flavio, ,V2 H,2060, , , ,3277,5303,8975,12758,,20531,29544,,,,,,,,,,,,,,,,2124,1089,1915,1598,-1,2056,1683,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2059,3003,SERVETTI Giuseppe, ,V1 H,2061, , , ,3279,5302,8975,12760,,20534,29549,,,,,,,,,,,,,,,,505,1874,1913,1455,-1,2050,1695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2060,1861,ZIMMER Jean-Marie, ,V2 H,2062, , , ,3892,5791,9286,12645,,20468,29554,,,,,,,,,,,,,,,,1989,1979,1715,1603,-1,1951,1767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2061,930,BARRET Brice, ,V1 H,2063, , , ,3479,5220,8948,13696,,21601,29569,,,,,,,,,,,,,,,,2166,2236,691,1960,-1,1911,1699,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2062,996,POLOSSE Regis, ,V2 H,2064, , , ,3212,4967,8048,10799,,17160,29582,,,,,,,,,,,,,,,,1096,1301,1956,2120,-1,1556,1685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2063,1953,COLIN Thierry, ,V1 H,2065, , , ,4084,6519,,13820,,20830,29589,,,,,,,,,,,,,,,,2036,1440,-1,1941,-1,1267,1768,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2064,2224,ROTT Günther, ,V1 H,2066, , , ,4384,6774,10543,13516,,22586,29643,,,,,,,,,,,,,,,,472,1422,1924,1039,-1,1958,1602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2065,2781,DOLAN Stanley, ,V2 H,2067, , , ,4155,6456,10093,13285,,21992,29664,,,,,,,,,,,,,,,,1618,1554,1176,1909,-1,1968,1769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2066,1997,AVRIN Laurent, ,V1 H,2068, , , ,4080,6348,10650,14471,,23427,29675,,,,,,,,,,,,,,,,1735,1458,1514,1164,-1,2118,1770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2067,2056,HIRTZY Franz, ,V1 H,2069, , , ,4740,7402,,13944,,23090,29679,,,,,,,,,,,,,,,,1415,1561,-1,1971,-1,1974,1771,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2068,2930,BENSOUSSAN Jean Maurice, ,V2 H,2070, , , ,3726,5815,9546,13776,,23126,29687,,,,,,,,,,,,,,,,1174,1120,1383,1195,-1,1944,1667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2069,3372,CABROL Daniel, ,SE H,2071, , , ,5059,7552,,14245,,21521,29705,,,,,,,,,,,,,,,,1359,1415,-1,2054,-1,1327,1772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2070,2990,GEFFROY Bernard, ,V2 H,2072, , , ,4869,6946,,14744,,22772,29710,,,,,,,,,,,,,,,,677,2000,-1,1240,-1,1886,1773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2071,2053,FERRON laurence, ,V1 F,2073, , , ,5147,7358,,15136,,23664,29719,,,,,,,,,,,,,,,,1244,2055,-1,1298,-1,1992,1774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2072,2854,LAVAL Benoit, ,SE H,2074, , , ,398,730,984,980,,3697,,,,,,,,,,,,,,,,,846,1232,1170,1699,-1,1741,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2073,3237,SERAZIN Johan, ,SE H,2075, , , ,374,733,1133,1540,,4670,,,,,,,,,,,,,,,,,2109,1282,2003,1700,-1,1933,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2074,14,PYKE Stephen, ,V1 H,2076, , , ,798,1234,2027,2480,,5703,,,,,,,,,,,,,,,,,1456,1556,2002,1978,-1,1929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2075,3658,BERTRES Pascal, ,V1 H,2077, , , ,813,1154,2271,3097,,5916,,,,,,,,,,,,,,,,,1017,1967,1164,2125,-1,1928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2076,1888,GRIMANI Alain, ,SE H,2078, , , ,1716,2319,3863,5037,,7530,,,,,,,,,,,,,,,,,2044,1682,1273,1359,-1,1737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2077,2671,GIRARD Bruno, ,SE H,2079, , , ,1482,2130,3501,4576,,7695,,,,,,,,,,,,,,,,,2224,2045,849,1316,-1,1420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2078,163,GARZON Philippe, ,V1 H,2080, , , ,1477,2241,3852,5049,,8375,,,,,,,,,,,,,,,,,1398,1392,2168,1698,-1,1988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2079,2730,CABOT Stephane, ,SE H,2081, , , ,1427,2121,3899,5475,,9129,,,,,,,,,,,,,,,,,2115,2237,1909,1738,-1,1421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2080,479,SIMON BRUNO, ,SE H,2082, , , ,1652,2670,4384,5746,,9645,,,,,,,,,,,,,,,,,391,919,2006,1926,-1,1757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2081,3572,GALY Joel, ,V1 H,2083, , , ,2149,2902,4746,6145,,10229,,,,,,,,,,,,,,,,,1045,1925,918,1925,-1,1955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2082,3473,FAUCHER Laurent, ,SE H,2084, , , ,1261,2082,3315,4344,,10335,,,,,,,,,,,,,,,,,2146,2044,1959,1364,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2083,450,SCHALLER Jacques, ,V2 H,2085, , , ,2093,2828,4388,5793,,11056,,,,,,,,,,,,,,,,,2064,1974,1675,1302,-1,1947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2084,427,ESCHLIMANN Jean-Luc, ,V1 H,2086, , , ,2423,3380,5525,7013,,11086,,,,,,,,,,,,,,,,,1983,1106,2169,1922,-1,1413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2085,1847,GARRIGUE Eric, ,SE H,2087, , , ,2255,3287,5111,6969,,11089,,,,,,,,,,,,,,,,,1018,503,1512,1904,-1,1931,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2086,266,CORDIER Jean Charles, ,V2 H,2088, , , ,2470,3576,5892,7952,,12200,,,,,,,,,,,,,,,,,1984,2122,1540,1299,-1,1972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2087,2121,BREITENMOSER Roland, ,V2 H,2089, , , ,2078,3277,5114,6791,,12487,,,,,,,,,,,,,,,,,530,2262,2170,1393,-1,2119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2088,2080,NEBOIT Christian, ,V1 H,2090, , , ,2117,3255,5728,7763,,13668,,,,,,,,,,,,,,,,,2032,1557,2015,2119,-1,1923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2089,108,BRASSELET Pascal, ,SE H,2091, , , ,2073,3066,4592,6521,,13717,,,,,,,,,,,,,,,,,880,1617,1910,2051,-1,1922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2090,580,PEREZ STEPHANE, ,SE H,2092, , , ,1442,2187,4180,6746,,13762,,,,,,,,,,,,,,,,,881,1957,1900,1730,-1,2120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2091,3158,VALENCE Arnaud, ,SE H,2093, , , ,2014,2676,5280,7522,,13954,,,,,,,,,,,,,,,,,1305,1263,1405,848,-1,2121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2092,2317,BETRISEY Jean-Luc, ,V1 H,2094, , , ,2730,4054,7089,9754,,14903,,,,,,,,,,,,,,,,,1335,879,1584,2033,-1,2122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2093,2904,BENETTI Nicola, ,V1 H,2095, , , ,3270,4433,7228,9239,,14939,,,,,,,,,,,,,,,,,2308,880,1406,1965,-1,1559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2094,2422,VEMMELUND Jakob, ,SE H,2096, , , ,2749,3917,7093,9092,,15021,,,,,,,,,,,,,,,,,1918,1006,1259,2047,-1,1998,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2095,2850,CARETTE BRUNO, ,V1 H,2097, , , ,2502,3797,6229,8439,,15173,,,,,,,,,,,,,,,,,1107,1712,1526,1934,-1,1411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2096,2507,RECH Auguste, ,V1 H,2098, , , ,2509,3583,7217,10284,,15180,,,,,,,,,,,,,,,,,1874,2135,1932,2032,-1,1435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2097,1927,RIFFONNEAU Didier, ,V1 H,2099, , , ,2695,4078,6747,9456,,15552,,,,,,,,,,,,,,,,,1113,915,1952,2058,-1,1987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2098,2290,GIBBISON Ben, ,SE H,2100, , , ,3266,4749,7525,9134,,15613,,,,,,,,,,,,,,,,,523,2231,1525,1155,-1,1969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2099,288,COLLET Sylvain, ,V1 H,2101, , , ,2574,3607,6782,10265,,15712,,,,,,,,,,,,,,,,,676,1421,2171,1860,-1,2123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2100,3646,BURLE Gilles, ,V1 H,2102, , , ,3122,4651,7958,10468,,16305,,,,,,,,,,,,,,,,,1175,1420,1412,1360,-1,2062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2101,2165,DRUELLE Christophe, ,V1 H,2103, , , ,2686,3794,6562,9737,,16328,,,,,,,,,,,,,,,,,481,1893,1703,1262,-1,1983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2102,3031,BALLANO MORENO Jose, ,V1 H,2104, , , ,2939,4489,7424,10206,,16708,,,,,,,,,,,,,,,,,1555,1007,1268,2053,-1,1982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2103,2880,CELERIER Christophe, ,SE H,2105, , , ,3619,5425,8242,10500,,16712,,,,,,,,,,,,,,,,,2147,908,1890,2117,-1,2045,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2104,2124,MANIAK MIROSLAW, ,V3 H,2106, , , ,3556,5205,8808,11613,,17030,,,,,,,,,,,,,,,,,1562,2235,1917,1935,-1,2124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2105,629,DOUET Bruno, ,V1 H,2107, , , ,3739,5396,8345,10834,,17229,,,,,,,,,,,,,,,,,963,1078,1276,1918,-1,2125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2106,3287,COOPER Martin, ,SE H,2108, , , ,2773,3915,7335,9838,,17608,,,,,,,,,,,,,,,,,503,1920,1229,1903,-1,2126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2107,2279,TABAREAU Thierry, ,V1 H,2109, , , ,3150,4920,8179,11733,,17726,,,,,,,,,,,,,,,,,972,1384,1153,1690,-1,1954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2108,2514,LAVIGNE Jerome, ,SE H,2110, , , ,2451,3492,6412,9058,,18165,,,,,,,,,,,,,,,,,2238,1265,1265,1936,-1,2127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2109,2031,ABEGG Michael, ,SE H,2111, , , ,3579,5043,8603,11385,,18590,,,,,,,,,,,,,,,,,1940,1284,2067,1929,-1,2054,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2110,2986,PUERTO GAGO Juan, ,V1 H,2112, , , ,4137,5926,9773,12198,,18592,,,,,,,,,,,,,,,,,1683,1320,2066,1735,-1,1965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2111,2779,GESSLER Jürgen, ,V1 H,2113, , , ,3639,5451,9200,12161,,18594,,,,,,,,,,,,,,,,,1268,2036,2172,1869,-1,1702,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2112,2573,DECOUT Cedric, ,SE H,2114, , , ,3591,5450,9445,12266,,18827,,,,,,,,,,,,,,,,,1933,2037,1996,1908,-1,1425,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2113,2030,ARCHER Bertrand, ,SE H,2115, , , ,4240,6499,10075,12863,,18871,,,,,,,,,,,,,,,,,2270,1937,2022,2121,-1,1984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2114,1803,FLORA Gregoire, ,SE H,2116, , , ,4236,6464,10073,12865,,18881,,,,,,,,,,,,,,,,,2046,2263,1306,1962,-1,1872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2115,3340,KONRAD Jochen, ,SE H,2117, , , ,2960,4820,7696,10328,,19058,,,,,,,,,,,,,,,,,1889,1735,2078,1919,-1,1744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2116,2386,HAMEL Jean-Sébastien, ,SE H,2118, , , ,4148,5619,9187,12123,,19068,,,,,,,,,,,,,,,,,2117,1435,1599,1920,-1,2128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2117,2468,HUBER Ute, ,V1 F,2119, , , ,3368,5316,9271,11893,,19106,,,,,,,,,,,,,,,,,2266,1742,862,2057,-1,2058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2118,2083,GILARDONI Gaspard, ,SE H,2120, , , ,4196,6406,10261,13224,,19211,,,,,,,,,,,,,,,,,2118,2171,1936,1319,-1,2048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2119,1866,PHILIPPE Mathieu, ,SE H,2121, , , ,4199,6405,10259,13223,,19212,,,,,,,,,,,,,,,,,1606,1457,2092,1933,-1,2129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2120,791,GUENARD Luc, ,V1 H,2122, , , ,3573,5452,9166,11995,,19934,,,,,,,,,,,,,,,,,1460,1194,1723,1216,-1,1747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2121,2390,CIFRE Fabrice, ,SE H,2123, , , ,3821,5549,9452,12426,,20081,,,,,,,,,,,,,,,,,1605,1746,1926,1278,-1,1971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2122,1838,FAEDDA Julien, ,SE H,2124, , , ,4205,6081,9425,12263,,20246,,,,,,,,,,,,,,,,,1156,1757,1943,1454,-1,1555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2123,2504,HOLZNER Julius, ,V4 H,2125, , , ,4608,6132,9739,13272,,20357,,,,,,,,,,,,,,,,,2121,1734,1305,1012,-1,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2124,2334,DELABY Francis, ,V3 H,2126, , , ,3830,6246,9771,13023,,20713,,,,,,,,,,,,,,,,,1414,2064,1398,1945,-1,2130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2125,2176,CHADELAT Laurent, ,SE H,2127, , , ,4089,5814,10097,13226,,20908,,,,,,,,,,,,,,,,,1233,711,1257,1191,-1,2131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2126,3555,ROSINOS FERRERO Fernando, ,V1 H,2128, , , ,3640,5325,9066,12768,,21141,,,,,,,,,,,,,,,,,1199,1281,1256,1742,-1,2132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2127,1839,JANUEL Philippe, ,V1 H,2129, , , ,3201,5521,10575,13836,,21172,,,,,,,,,,,,,,,,,1283,2023,1258,1947,-1,919,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2128,2823,PICAULT Jean-Philippe, ,V1 H,2130, , , ,3770,5278,9249,13381,,21181,,,,,,,,,,,,,,,,,2056,1981,2084,1300,-1,1925,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2129,2613,FAUROUX Pierre, ,V3 H,2131, , , ,4307,6999,10620,13692,,21192,,,,,,,,,,,,,,,,,1535,1932,1350,1271,-1,2133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2130,3135,FRANCOISE Christian, ,V2 H,2132, , , ,3009,4840,9314,13459,,21480,,,,,,,,,,,,,,,,,851,1915,1378,1928,-1,2057,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2131,3645,NELPHE Jean-Luc, ,V2 H,2133, , , ,3296,5700,10173,13912,,21573,,,,,,,,,,,,,,,,,2134,2223,970,1753,-1,1343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2132,1151,NOUSBAUM Francois, ,V2 H,2134, , , ,4419,6602,,13175,,21589,,,,,,,,,,,,,,,,,1903,1939,-1,2134,-1,2063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2133,2498,MEREGHETTI Marco, ,V1 H,2135, , , ,3337,5326,9584,12724,,21590,,,,,,,,,,,,,,,,,1270,962,1716,1968,-1,1967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2134,3323,LOUCHARD Bernard, ,V3 H,2136, , , ,3298,4802,9578,13052,,21599,,,,,,,,,,,,,,,,,1964,2264,1277,1551,-1,2134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2135,3165,LICHTENSTERN Albert, ,SE H,2137, , , ,4215,6501,10456,13558,,21895,,,,,,,,,,,,,,,,,1121,1262,1278,1883,-1,2135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2136,980,PAPIN Jean-Pierre, ,V2 H,2138, , , ,3061,4783,7769,10112,,22092,,,,,,,,,,,,,,,,,1441,1327,1200,2159,-1,2136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2137,2859,DA CRUZ Luc, ,SE H,2139, , , ,3868,6285,10668,13263,,22375,,,,,,,,,,,,,,,,,1926,1155,1895,1272,-1,2060,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2138,3494,PRUNENEC Alain, ,V2 H,2140, , , ,3871,5685,9421,14900,,22377,,,,,,,,,,,,,,,,,2237,1741,2173,1552,-1,1956,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2139,2528,DESQUESNE Georges, ,V3 H,2141, , , ,3527,5637,8907,12255,,22443,,,,,,,,,,,,,,,,,920,1933,1201,1964,-1,2137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2140,3072,CLOIREC Patrick, ,V1 H,2142, , , ,4361,6614,10131,12921,,22553,,,,,,,,,,,,,,,,,1603,1338,1684,1456,-1,2061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2141,1912,BERTHOU Pierre, ,V1 H,2143, , , ,3998,5802,9210,13139,,22795,,,,,,,,,,,,,,,,,1320,2166,1442,1740,-1,2138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2142,3407,TUJAGUE Maurice, ,V2 H,2144, , , ,5026,7776,,14641,,22863,,,,,,,,,,,,,,,,,1436,1261,-1,1408,-1,2139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2143,1073,LEBEN Isabelle, ,SE F,2145, , , ,3259,5156,8932,13164,,22915,,,,,,,,,,,,,,,,,2113,1982,1685,1966,-1,2059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2144,3069,PEREZ BOILS Juan Carlos, ,SE H,2146, , , ,3292,6660,10457,14092,,23120,,,,,,,,,,,,,,,,,2169,863,1953,2059,-1,2140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2145,2870,VAHANIAN Denis, ,V1 H,2147, , , ,4685,6981,,14899,,23369,,,,,,,,,,,,,,,,,1458,1983,-1,1981,-1,1978,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2146,3219,RAMAYET Michel, ,V3 H,2148, , , ,5137,7329,,14819,,23400,,,,,,,,,,,,,,,,,1993,1260,-1,1995,-1,2064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
