pos,bib,name,team,category,rank,nationality,time,timediff,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Bovine,Trient,Catogne,Vallo,TaVents,Flégère,Arrivé,delev_pos,stger_pos,conta_pos,balme_pos,bonhom_pos,chapieu_pos,seigne_pos,combal_pos,mtfavre_pos,checrou_pos,courm_pos,bertone_pos,bonatti_pos,arnuva_pos,gdcolf_pos,fouly_pos,champex_pos,bovine_pos,trient_pos,catogne_pos,vallo_pos,tavents_pos,flégère_pos,arrivé_pos
2233,3299,BECK Mary, ,V2 F,2233, , , ,4230,6450,10495,14576,18985,21910,,30648,,,,,,,,,,,,,,,,,1604,2457,1961,2158,2131,2132,-1,2230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2234,3453,PATELLI CARDOSO Bilkis, ,V1 H,2233, , , ,3771,5757,9678,14524,18995,21727,,30648,,,,,,,,,,,,,,,,,1506,1705,1507,2303,1671,1880,-1,2231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2235,4686,ZANATTA Giuliana, ,SE F,2233, , , ,3767,5756,9685,14528,18990,21738,,30648,,,,,,,,,,,,,,,,,1298,1225,1508,1454,2172,1429,-1,2232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2236,3594,HERAUD Stéphane, ,V1 H,2237, , , ,3045,4841,9600,13488,17009,19939,,31989,,,,,,,,,,,,,,,,,1394,1897,1884,1884,1556,1436,-1,2233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2237,4218,WHISTLER Chris, ,V1 H,2237, , , ,3484,5780,10277,13874,17722,21031,,31989,,,,,,,,,,,,,,,,,2402,2343,1898,2147,1666,2159,-1,2234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2238,3501,LLANTIA Didier, ,V1 H,2239, , , ,1293,1786,3587,5105,6186,6842,,,,,,,,,,,,,,,,,,,1945,1664,1463,1644,2289,1986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2239,3348,DESCHATEAUX Claudine, ,V2 F,2240, , , ,2223,3282,5959,8835,11454,13134,,,,,,,,,,,,,,,,,,,1960,2102,1611,2134,1536,1537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2240,9,BUFFARD Sébastien, ,SE H,2241, , , ,644,797,1281,1744,2252,2508,,,,,,,,,,,,,,,,,,,2264,1191,1526,1662,1609,1555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2241,230,YUN Yan Qiao, ,SE H,2242, , , ,1,3,372,1156,3016,5239,,,,,,,,,,,,,,,,,,,2071,1502,1212,2294,2156,2137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2242,3137,SALLET Pierre, ,V1 H,2243, , , ,1077,1551,2966,4473,5669,6699,,,,,,,,,,,,,,,,,,,1806,2217,2419,1540,2294,1556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2243,2244,ARMAND Fabrice, ,V1 H,2244, , , ,331,570,1062,2169,4049,7243,,,,,,,,,,,,,,,,,,,1314,1820,2002,1034,2236,2151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2244,3877,FESTORAZZI Fabio, ,V1 H,2245, , , ,1814,2346,4515,6867,8849,10277,,,,,,,,,,,,,,,,,,,1315,1004,1331,1806,1646,2130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2245,3292,TERRA Cyntia, ,V1 F,2246, , , ,1741,2285,4481,7036,9266,10508,,,,,,,,,,,,,,,,,,,1814,1680,1707,1364,1706,2147,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2246,3831,REMILLER Ronan, ,V1 H,2247, , , ,861,1254,3153,9155,10871,12821,,,,,,,,,,,,,,,,,,,1815,1609,2177,1393,2306,2287,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2247,2615,ZECCHI Alberto, ,V1 H,2248, , , ,2371,3257,6069,8193,10490,13061,,,,,,,,,,,,,,,,,,,1359,1405,1819,1992,2308,1904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2248,2565,BERNARD Jérome, ,V1 H,2249, , , ,1431,2105,6505,8601,10791,13357,,,,,,,,,,,,,,,,,,,1465,1666,1229,1360,2296,1995,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2249,547,GATTI David, ,V1 H,2250, , , ,2228,3432,6504,8652,10740,13359,,,,,,,,,,,,,,,,,,,2156,2309,1660,1449,2148,2136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2250,4358,MAZZOTTI Cristian, ,V1 H,2251, , , ,2428,3659,6992,9539,12077,13900,,,,,,,,,,,,,,,,,,,2286,2307,1893,1552,1994,1906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2251,853,WATERWORTH Graeme, ,SE H,2252, , , ,2615,3780,7925,10299,12737,14102,,,,,,,,,,,,,,,,,,,1651,1224,655,1474,2119,2149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2252,409,PINO Fabian Eduardo, ,SE H,2253, , , ,2541,3630,6913,10170,12800,14377,,,,,,,,,,,,,,,,,,,2301,1536,2082,2315,1291,1991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2253,3895,BULABOIS Herve, ,V1 H,2254, , , ,3196,4343,7365,10073,12723,14785,,,,,,,,,,,,,,,,,,,1291,1223,1455,1999,2157,1993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2254,4560,HENNINGER Hubert, ,V1 H,2255, , , ,2159,3484,7431,9832,12219,14850,,,,,,,,,,,,,,,,,,,653,1635,1363,1553,2150,1706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2255,4252,SCHWEISS Yannick, ,V1 H,2256, , , ,2205,3556,7630,9869,12385,14929,,,,,,,,,,,,,,,,,,,1747,1590,2333,2144,2288,1604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2256,2828,GOUIFFES didier, ,V1 H,2257, , , ,2293,3260,7507,9730,12247,14940,,,,,,,,,,,,,,,,,,,1583,1642,1878,2154,1980,1987,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2257,2823,TRINIDAD AVILA Antonio Manuel, ,SE H,2258, , , ,2810,4159,7183,9589,12950,15250,,,,,,,,,,,,,,,,,,,1994,1471,1877,1583,1998,1361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2258,1962,COUTURIER Gael, ,V1 H,2259, , , ,2450,3689,7276,9784,13461,15968,,,,,,,,,,,,,,,,,,,940,1747,1018,2135,1620,2148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2259,2725,GARENNE Laure, ,SE F,2260, , , ,2858,4353,8457,11237,14007,16161,,,,,,,,,,,,,,,,,,,2307,1491,1665,2146,1542,2174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2260,2675,IWASA Koichi, ,V1 H,2261, , , ,2659,3776,6026,8316,12964,16259,,,,,,,,,,,,,,,,,,,2342,1883,1809,2170,2135,1557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2261,4798,AITAISSA Stéphane, ,V1 H,2262, , , ,2975,4241,8226,10977,13948,16524,,,,,,,,,,,,,,,,,,,1225,1677,1399,1681,1968,1981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2262,2902,GODTS Geert, ,V1 H,2263, , , ,2562,3518,9934,13100,16100,17169,,,,,,,,,,,,,,,,,,,2133,2166,1036,1746,2173,1543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2263,2778,BRISSARD Cyril, ,V2 H,2264, , , ,2115,3324,6994,10118,14428,17191,,,,,,,,,,,,,,,,,,,2309,1360,1396,1974,1360,2310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2264,3557,ALCOBER Miguel, ,V1 H,2265, , , ,3708,5405,9580,12241,15209,17233,,,,,,,,,,,,,,,,,,,1491,1604,758,1998,2000,2308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2265,3247,SALMON Laurent, ,V1 H,2266, , , ,3519,5464,9137,12171,15162,17400,,,,,,,,,,,,,,,,,,,2008,1583,1367,1901,1554,2238,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2266,4491,BLAES Bernard, ,V1 H,2267, , , ,3380,5136,8685,10959,14007,17416,,,,,,,,,,,,,,,,,,,1609,1987,1651,1903,2146,2290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2267,1330,FORIEL Olivier, ,V1 H,2268, , , ,3769,5764,9260,12090,14960,16968,,,,,,,,,,,,,,,,,,,2160,1572,972,2172,1555,2001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2268,3198,BAUDIER William, ,SE H,2269, , , ,2143,3199,9368,12117,15109,17920,,,,,,,,,,,,,,,,,,,2235,1329,1466,2130,2304,1973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2269,2720,LAPLACE Christian, ,V1 H,2270, , , ,2609,4208,9105,12536,15731,17965,,,,,,,,,,,,,,,,,,,1191,1644,2397,1290,2149,2176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2270,2968,IMPE  Bart, ,V1 H,2271, , , ,2717,3999,7701,10415,15785,18378,,,,,,,,,,,,,,,,,,,1224,1628,1561,1431,1903,2230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2271,2640,CIRIC Dragan, ,V3 H,2272, , , ,3304,5217,9155,12528,15970,18665,,,,,,,,,,,,,,,,,,,2267,2235,2300,1426,1990,1999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2272,4524,PALECZNY Joel, ,V1 H,2273, , , ,3073,4989,9313,12510,15551,18668,,,,,,,,,,,,,,,,,,,2228,2234,2158,2129,1992,1899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2273,4394,BUCHER Laurent, ,V1 H,2274, , , ,3075,4562,8537,11718,15384,17578,,,,,,,,,,,,,,,,,,,1223,2314,1631,1433,1748,1665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2274,2985,LOFFREDO Raphaël, ,V2 H,2275, , , ,3550,5445,9166,12521,16151,18900,,,,,,,,,,,,,,,,,,,2234,1704,2154,1877,1664,1884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2275,2578,WIEDEMUTH Thomas, ,V1 H,2276, , , ,3679,5433,9750,12876,16119,17827,,,,,,,,,,,,,,,,,,,2430,1573,2238,1629,1822,2161,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2276,4629,PHILIPPON Arnaud, ,SE H,2277, , , ,3489,5361,9794,12663,16365,19357,,,,,,,,,,,,,,,,,,,1526,1585,1392,1970,2160,2292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2277,2753,ROVERA Alberto, ,V2 H,2278, , , ,3276,4891,10001,12712,16332,19462,,,,,,,,,,,,,,,,,,,1973,2421,1584,1586,1905,1823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2278,3845,GIRAUDEAU Wilfried, ,V1 H,2279, , , ,3054,4551,9037,12231,15355,17686,,,,,,,,,,,,,,,,,,,2450,1535,2167,2304,1603,1969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2279,4003,BROYER Eric, ,V2 H,2280, , , ,3381,5485,9774,12920,16978,19676,,,,,,,,,,,,,,,,,,,1628,1634,2337,1469,1421,2291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2280,2545,GUILLERMO David, ,SE H,2281, , , ,3793,5540,10644,13667,17256,19802,,,,,,,,,,,,,,,,,,,2313,2332,1400,1966,2293,1749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2281,3785,OUVRIER-NEYRET Edmond, ,V2 H,2282, , , ,1909,3009,9077,14462,17667,20012,,,,,,,,,,,,,,,,,,,750,2267,1427,2171,1983,2298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2282,4155,GALLICET Sergio, ,V2 H,2283, , , ,2675,4173,8624,13593,17189,20055,,,,,,,,,,,,,,,,,,,2153,1519,2399,1554,1883,1984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2283,3361,GRIP Niklas, ,V1 H,2284, , , ,2982,4476,8502,11968,15794,20170,,,,,,,,,,,,,,,,,,,1297,1456,1810,2279,2305,2140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2284,3251,ROSENBAUM Jean David, ,V1 H,2285, , , ,3286,4933,8984,13640,17022,20181,,,,,,,,,,,,,,,,,,,2383,1454,2150,1896,850,2173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2285,4139,LARRIEU Didier, ,V1 H,2286, , , ,3417,4983,8931,12247,16381,18163,,,,,,,,,,,,,,,,,,,1185,2411,1214,2290,2292,2235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2286,3638,SVAGR Katerina, ,V2 F,2287, , , ,3729,5982,9892,13437,17298,20581,,,,,,,,,,,,,,,,,,,2395,2148,1213,1607,2291,2236,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2287,2585,CASTELAIN Jean-Luc, ,V1 H,2288, , , ,3498,5086,8549,11371,14435,17723,,,,,,,,,,,,,,,,,,,877,2142,1422,1664,2228,2171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2288,4699,CARPENTRAS David, ,V1 H,2289, , , ,3204,4553,10076,13612,17019,19555,,,,,,,,,,,,,,,,,,,2314,2237,1733,1990,1972,2234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2289,4275,CIGAN Joachim, ,V2 H,2290, , , ,3809,6191,10581,13852,17980,21035,,,,,,,,,,,,,,,,,,,1329,1540,1592,1988,2307,2002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2290,3132,NICOLAS Marcel, ,V1 H,2291, , , ,3148,4740,9702,13492,17704,21262,,,,,,,,,,,,,,,,,,,1140,2129,1613,1983,2021,2022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2291,3957,VOIRIN Geoffrey, ,SE H,2292, , , ,2123,3366,7744,12902,16987,21208,,,,,,,,,,,,,,,,,,,2280,1994,1262,2156,2232,2175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2292,2846,ARBOGAST Laurent, ,V1 H,2293, , , ,4132,5994,10788,14470,18746,22041,,,,,,,,,,,,,,,,,,,1704,2162,1605,2155,2234,2296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2293,2989,FRYKHOLM Geir, ,V2 H,2294, , , ,4170,6719,10902,14615,18741,22071,,,,,,,,,,,,,,,,,,,2154,1140,2416,2232,2233,2293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2294,3503,PASQUIER Jacques, ,V2 H,2295, , , ,3035,5141,10097,14720,18575,22093,,,,,,,,,,,,,,,,,,,2332,1988,2001,2233,1898,2166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2295,2652,SARACCO Luciano, ,V2 H,2296, , , ,3124,5028,8749,12228,17719,22040,,,,,,,,,,,,,,,,,,,1319,1687,2400,2330,2140,2294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2296,3309,CHEVALIER Didier, ,V2 H,2297, , , ,2738,4274,9656,14069,19111,22319,,,,,,,,,,,,,,,,,,,2221,1659,2334,2173,2139,2162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2297,3489,FIN Fabien, ,V1 H,2298, , , ,3431,5338,9201,12234,17821,21410,,,,,,,,,,,,,,,,,,,1474,1893,1275,2231,2295,2295,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2298,3007,LIM Tian Seng Kenny, ,V1 H,2299, , , ,4325,6350,11067,14674,20711,22393,,,,,,,,,,,,,,,,,,,2419,2231,1685,2291,2171,2300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2299,2871,BARCATOULA Frédéric, ,SE H,2300, , , ,3455,5314,10254,14948,19243,22108,,,,,,,,,,,,,,,,,,,1475,1424,2401,1978,2298,2297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2300,3500,DEVILLIERS Laurent, ,V1 H,2301, , , ,3216,4727,10935,15065,20067,22410,,,,,,,,,,,,,,,,,,,1454,1625,1981,2227,2310,2141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2301,3451,HAYNES Paul, ,SE H,2302, , , ,3739,6181,10459,13007,16448,20400,,,,,,,,,,,,,,,,,,,1323,2451,2009,2296,2174,2156,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2302,4277,DELAHAYE Didier, ,V2 H,2303, , , ,3394,6311,10956,15156,19488,22431,,,,,,,,,,,,,,,,,,,2289,2402,1402,2331,2161,2299,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2303,3295,YOSHIHARA Seiji, ,V1 H,2304, , , ,4407,6132,10819,14887,19839,22553,,,,,,,,,,,,,,,,,,,1666,2306,2302,2133,2312,2301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2304,3998,SUZUKI Masakatsu, ,V1 H,2305, , , ,4037,6552,11154,15025,20379,22625,,,,,,,,,,,,,,,,,,,1635,1525,1424,2168,2301,2303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2305,2740,BELLENGIER Olivier, ,V1 H,2306, , , ,2895,4431,9807,14001,18198,22643,,,,,,,,,,,,,,,,,,,1997,1901,2157,1618,2155,2304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2306,3300,BENARD Frederick, ,SE H,2307, , , ,3421,5826,9526,14419,18625,22646,,,,,,,,,,,,,,,,,,,2006,1418,2233,2332,2165,2305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2307,3196,FINE Cheri, ,V1 F,2308, , , ,3753,5661,9992,13389,17759,21021,,,,,,,,,,,,,,,,,,,2148,2156,2402,2292,2302,2306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2308,3083,MADDIESON Ian, ,V4 H,2309, , , ,4812,7472,10953,14844,18857,22840,,,,,,,,,,,,,,,,,,,1523,2408,2339,2019,2309,2307,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2309,3185,FINE Mark, ,V1 H,2310, , , ,3759,5658,9995,13391,17763,21014,,,,,,,,,,,,,,,,,,,1897,2002,2234,2159,2001,2309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2310,4611,O'CONNOR Damien, ,SE H,2311, , , ,4160,6935,10884,14780,19876,22944,,,,,,,,,,,,,,,,,,,1999,1676,2159,1981,2299,2311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2311,2741,EL HAMINE Abderrahim, ,V2 H,2312, , , ,3393,5269,9862,13930,19254,22994,,,,,,,,,,,,,,,,,,,2001,2160,2000,2333,2303,2312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2312,4609,TSUKIOKA Kaneo, ,V4 H,2313, , , ,4947,6786,11114,14944,20765,23072,,,,,,,,,,,,,,,,,,,1968,1658,2174,2137,2316,2313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2313,3370,ROSSETTI Dino, ,V3 H,2314, , , ,3781,6120,10705,14792,19439,23154,,,,,,,,,,,,,,,,,,,1987,1449,1557,1446,2314,2314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2314,3515,LE BOEUF Alain, ,V2 H,2315, , , ,3791,5758,10806,15149,20722,23324,,,,,,,,,,,,,,,,,,,2456,1448,1527,1447,2297,2315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2315,3571,YOKOYAMA Hiroshi, ,SE H,2316, , , ,3403,6274,10991,14893,20708,24064,,,,,,,,,,,,,,,,,,,2390,1955,1647,2308,2313,2316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2316,3435,BONNEDAHL Lars, ,V3 H,2317, , , ,4528,7496,11174,15012,21009,24812,,,,,,,,,,,,,,,,,,,1534,1806,2403,1419,2311,2317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2317,4090,LE HENAFF Loic, ,V1 H,2318, , , ,3283,4958,9929,14152,20567,,,,,,,,,,,,,,,,,,,,1893,1319,1556,2311,2315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2318,4689,LEGAIN Emmanuelle, ,SE F,2319, , , ,4626,6679,11171,15400,21803,,,,,,,,,,,,,,,,,,,,1892,2154,1555,2334,2317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2319,3002,SPLINGARD François, ,V1 H,2320, , , ,4219,6850,10944,14912,21950,,,,,,,,,,,,,,,,,,,,2451,1274,2147,2306,2318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2320,2224,HARDEL Fabrice, ,V1 H,2321, , , ,410,771,2957,5091,,,,,,,,,,,,,,,,,,,,,1898,1122,1956,1820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2321,93,SAVOY Olivier, ,SE H,2322, , , ,917,1382,2675,5118,,,,,,,,,,,,,,,,,,,,,2129,1403,2290,2335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2322,4396,PERRY Kevin, ,V2 H,2323, , , ,1716,2393,3860,5792,,,,,,,,,,,,,,,,,,,,,1462,1968,1684,2301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2323,4306,SERAMOUR Rémy, ,V1 H,2324, , , ,878,1265,2620,4216,,,,,,,,,,,,,,,,,,,,,1186,2409,1477,2313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2324,2952,MAREY Chris, ,SE H,2325, , , ,2371,3158,5786,8673,,,,,,,,,,,,,,,,,,,,,2142,1401,1905,2317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2325,2240,OLIVIER Gaetan, ,SE H,2326, , , ,1056,1556,2466,3723,,,,,,,,,,,,,,,,,,,,,2004,1898,2151,1601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2326,3241,GASPERI Regis, ,V2 H,2327, , , ,2121,3220,7106,10127,,,,,,,,,,,,,,,,,,,,,2003,1976,1904,2153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2327,4226,WRIGHT Tom, ,SE H,2328, , , ,2626,3857,6917,12815,,,,,,,,,,,,,,,,,,,,,1424,2430,1292,2310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2328,2104,GODRON Francois, ,V1 H,2329, , , ,2051,3031,7738,13029,,,,,,,,,,,,,,,,,,,,,2410,2331,2404,2297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2329,4799,AUCHERE Etienne, ,SE H,2330, , , ,3059,4561,9219,12241,,,,,,,,,,,,,,,,,,,,,2453,1582,1899,2314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2330,4800,AUCHERE-DUVAL Emmanuelle, ,SE F,2331, , , ,3059,4561,9221,12244,,,,,,,,,,,,,,,,,,,,,2157,1749,1906,2302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2331,2772,BOULLIAT Frederic, ,V1 H,2332, , , ,4010,5926,10645,13994,,,,,,,,,,,,,,,,,,,,,1594,1973,1415,2138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
